1459829934383, 0.0, 0.0, 0.0, -0.6167755, -0.67004395, -0.018112183, 
1459829934392, 0.3764801, -0.29582214, 0.5128021, -0.6167755, -0.67004395, -0.018112183, 
1459829934392, 0.3764801, -0.29582214, 0.5128021, -0.6476593, -0.62742615, -0.029830933, 
1459829934392, 0.39668274, -0.4343872, 0.6537628, -0.6476593, -0.62742615, -0.029830933, 
1459829934393, 0.39668274, -0.4343872, 0.6537628, -0.67855835, -0.5965271, -0.036224365, 
1459829934393, 0.32261658, -0.19436646, 0.77601624, -0.67855835, -0.5965271, -0.036224365, 
1459829934394, 0.23028564, -0.045639038, 0.92744446, -0.67855835, -0.5965271, -0.036224365, 
1459829934394, 0.23028564, -0.045639038, 0.92744446, -0.6721649, -0.57629395, -0.054336548, 
1459829934394, 0.23028564, -0.045639038, 0.92744446, -0.689209, -0.5560608, -0.08628845, 
1459829934394, 0.19168091, 0.017654419, 0.90231323, -0.689209, -0.5560608, -0.08628845, 
1459829934460, 0.19168091, 0.017654419, 0.90231323, -0.68388367, -0.5400696, -0.080963135, 
1459829934461, 0.11236572, 0.3294983, 1.1604309, -0.68388367, -0.5400696, -0.080963135, 
1459829934461, 0.11236572, 0.3294983, 1.1604309, -0.66363525, -0.5336914, -0.08628845, 
1459829934462, -2.89917E-4, 0.29089355, 1.2081604, -0.66363525, -0.5336914, -0.08628845, 
1459829934462, 0.0692749, 0.1749115, 1.2707214, -0.66363525, -0.5336914, -0.08628845, 
1459829934462, 0.0692749, 0.1749115, 1.2707214, -0.6465912, -0.5240936, -0.071380615, 
1459829934463, 0.0692749, 0.1749115, 1.2707214, -0.66044617, -0.5358124, -0.030899048, 
1459829934463, 0.041137695, 0.25003052, 0.9976196, -0.66044617, -0.5358124, -0.030899048, 
1459829934464, 0.041137695, 0.25003052, 0.9976196, -0.6348877, -0.5390167, -0.020248413, 
1459829934464, 0.25167847, -0.072265625, 0.97831726, -0.6348877, -0.5390167, -0.020248413, 
1459829934465, 0.25167847, -0.072265625, 0.97831726, -0.6444702, -0.5688324, 0.003189087, 
1459829934465, 0.16429138, -0.16429138, 0.9012604, -0.6444702, -0.5688324, 0.003189087, 
1459829934465, 0.15756226, -0.16099548, 0.5561981, -0.6444702, -0.5688324, 0.003189087, 
1459829934466, 0.15756226, -0.16099548, 0.5561981, -0.6444702, -0.5944061, 0.027679443, 
1459829934466, 0.15756226, -0.16099548, 0.5561981, -0.6529846, -0.6135864, 0.047912598, 
1459829934466, 0.14498901, -0.114471436, 0.6800995, -0.6529846, -0.6135864, 0.047912598, 
1459829934466, 0.14498901, -0.114471436, 0.6800995, -0.67962646, -0.6167755, 0.039398193, 
1459829934467, 0.10847473, -0.17192078, 0.57429504, -0.67962646, -0.6167755, 0.039398193, 
1459829934467, 0.10847473, -0.17192078, 0.57429504, -0.7083893, -0.59866333, 0.11715698, 
1459829934467, 0.10115051, -0.014053345, 0.83750916, -0.7083893, -0.59866333, 0.11715698, 
1459829934467, -0.041748047, 1.4401093, 0.6904144, -0.7083893, -0.59866333, 0.11715698, 
1459829934468, -0.041748047, 1.4401093, 0.6904144, -0.72436523, -0.5187683, 0.22795105, 
1459829934468, -0.041748047, 1.4401093, 0.6904144, -0.7872162, -0.48254395, 0.2716217, 
1459829934468, -0.44606018, 1.2258301, 1.022171, -0.7872162, -0.48254395, 0.2716217, 
1459829934468, -0.44606018, 1.2258301, 1.022171, -0.8138428, -0.42396545, 0.30784607, 
1459829934469, -0.7522278, 1.0076447, 0.7848358, -0.8138428, -0.42396545, 0.30784607, 
1459829934469, -0.7522278, 1.0076447, 0.7848358, -0.8298187, -0.4207611, 0.30996704, 
1459829934469, -0.81611633, 0.5677185, 0.26605225, -0.8298187, -0.4207611, 0.30996704, 
1459829934469, -0.71795654, 0.47584534, 0.0872345, -0.8298187, -0.4207611, 0.30996704, 
1459829934471, -0.71795654, 0.47584534, 0.0872345, -0.7904053, -0.43141174, 0.33235168, 
1459829934471, -0.71795654, 0.47584534, 0.0872345, -0.8213043, -0.43780518, 0.35577393, 
1459829934471, -0.59181213, 0.21366882, 0.09007263, -0.8213043, -0.43780518, 0.35577393, 
1459829934471, -0.59181213, 0.21366882, 0.09007263, -0.8063812, -0.4591217, 0.36109924, 
1459829934471, -0.5431824, -0.052963257, 0.10713196, -0.8063812, -0.4591217, 0.36109924, 
1459829934475, -0.5431824, -0.052963257, 0.10713196, -0.8298187, -0.47721863, 0.40904236, 
1459829934477, -0.36212158, -0.27981567, 0.14797974, -0.8298187, -0.47721863, 0.40904236, 
1459829934479, -0.35986328, -0.5268707, 0.05445862, -0.8298187, -0.47721863, 0.40904236, 
1459829934479, -0.35986328, -0.5268707, 0.05445862, -0.7957306, -0.513443, 0.45591736, 
1459829934482, -0.35986328, -0.5268707, 0.05445862, -0.7914734, -0.5198364, 0.49639893, 
1459829934482, -0.2530365, -0.53479004, 0.33428955, -0.7914734, -0.5198364, 0.49639893, 
1459829934486, -0.2530365, -0.53479004, 0.33428955, -0.78933716, -0.47616577, 0.5358124, 
1459829934486, -0.15426636, -0.73890686, 0.18374634, -0.78933716, -0.47616577, 0.5358124, 
1459829934491, -0.15426636, -0.73890686, 0.18374634, -0.7147827, -0.38241577, 0.60824585, 
1459829934491, 0.07675171, -0.7408447, 0.23072815, -0.7147827, -0.38241577, 0.60824585, 
1459829934495, 0.07675171, -0.7408447, 0.23072815, -0.72862244, -0.28547668, 0.6913452, 
1459829934495, 0.24884033, -0.57115173, 0.26409912, -0.72862244, -0.28547668, 0.6913452, 
1459829934499, 0.24884033, -0.57115173, 0.26409912, -0.75205994, -0.20451355, 0.72436523, 
1459829934500, 0.40925598, -0.53030396, 0.29837036, -0.75205994, -0.20451355, 0.72436523, 
1459829934504, 0.40925598, -0.53030396, 0.29837036, -0.8244934, -0.1842804, 0.72969055, 
1459829934504, 0.40325928, -0.3434143, 0.23222351, -0.8244934, -0.1842804, 0.72969055, 
1459829934508, 0.40325928, -0.3434143, 0.23222351, -0.8756256, -0.22262573, 0.7137146, 
1459829934509, 0.43873596, -0.38874817, 0.074661255, -0.8756256, -0.22262573, 0.7137146, 
1459829934513, 0.46417236, -0.4517517, -0.13555908, -0.8756256, -0.22262573, 0.7137146, 
1459829934514, 0.46417236, -0.4517517, -0.13555908, -0.8937378, -0.2396698, 0.675354, 
1459829934517, 0.46417236, -0.4517517, -0.13555908, -0.8841553, -0.30677795, 0.6679077, 
1459829934518, 0.5632324, -0.56248474, -0.1451416, -0.8841553, -0.30677795, 0.6679077, 
1459829934522, 0.5632324, -0.56248474, -0.1451416, -0.85858154, -0.4079895, 0.6700287, 
1459829934522, 0.68159485, -0.6833801, -0.24195862, -0.85858154, -0.4079895, 0.6700287, 
